match_id,puuid,placement,level,last_round
NA1_5431605057,txIM9hZooNk2bFXr_5Fxn2FxVnvyv6NcMBt0_MYFdb_bAvmDsTuXlnGO8qY3FE-gq7zF_rdZTYucZw,4,10,33
NA1_5435288067,WPApQ0C40zZBJc7Gw-xgKbJaYGMH8kE1JuyIEUb9YIGFRVXCU7wV0kMS1e2saUBRr8LVFy0KVRf4zw,3,9,34
NA1_5435288067,Nw5aEx9p2Z78Fhc0Soth8IcXrcIEV2fBqkp5PwrMa9B7O17QdoNYgoG91FgfYtK8y13k6aX9j_ZiSQ,8,9,26
NA1_5435288067,BADuF_ewb71taQ3oqf-_-0c84otDzz_EZqwTBgp3ly9E71fwzRsKhToy4NhL-9ekPdsuTikCK_k74Q,1,10,37
NA1_5435288067,NdI1Zz7K2UWybm2c1mg00090bn3KK9NgplY9l6YpaeFKZMMx7xQn0mCF0-XWiOAC55Mc286RModTuA,7,8,27
NA1_5435288067,tugxPTayU6EVLcR_q_h2Wu22PvzS7Qu7S7DX26LkgM8F5mQOPJ5_NEq3VKPrJZcoBHu4PRMYPZzoLA,2,9,37
NA1_5435288067,DBOW4_JPDVPtREJOMoCLBq6Q58cbqjxvmkUocELNAGcqf72nTP_mMHACXLICo-dZSdEYkbKshe26Pw,6,8,28
NA1_5435288067,kyyzyPx-mbkya0QxEpAFsLBML8CZllSMrrZtE-xKhshet3kNsi52-g7ungTbO7aEKzLzTXKygUNVDA,5,10,30
NA1_5435288067,EEa3ELsDQN65E-mwoQaEWAngSJytTbMbcEXYmfobm4YJ4bg8IbxfwW1DveJVFC2ckR5GlC7-U3I4Yg,4,9,31
NA1_5435078807,N84xr4sdUdAzXAR8uPvSfN0U5cL-DKxgTYnKUuKbZdUQU5FSg3k6cB58zv-WixR8bxtDiKudk_ShxQ,8,8,26
NA1_5435078807,roxKeTNe2Bcp8zfI6_i_T1bOm4qHy3ustuSqDDbjprtfL05o_PUxu6fSpJpKWC9Ubc19ri00iUWLwA,3,10,35
NA1_5435078807,PLW6g3tp-qs0HmINoLSucCYrwQkj19c4nclO5KSRAG2E5vx1or99Yv95mdiz5Uge3s8yTORTSA-qsg,2,9,37
NA1_5435078807,KsYiWMEy-4ZowJ5bDdgg24jud-vjiLnxm1tYBYtVD567N6Evk_tkfXJrIul8jiKVV3ItV6qoASK2BA,7,6,27
NA1_5435078807,QpFXf_Hk_chRV7i0Hg8J8f8DITPIe-MFcnz0qlQPVym-SErPrd7VJKdmiPePy3B6NRsgDrsd_xeFIA,4,9,33
NA1_5435078807,gXAR7FTH9YEDEPJjAcUkHyzwA6FqpouexHLQ92SYtJrio1gP3YGWnS2kXen8GWdgfyI4sPA-JZf80A,5,9,33
NA1_5435078807,UoDMljh8PIH7zbXmv6kbZ3yABPX6eXl9vSW3wW1aefrP6UFUS1xa3mgps1AHpN0BISqmmwn5_j-qGQ,1,9,37
NA1_5435078807,Llro-PisSK1AhUH2bNJILtKQdpt3saczNSGq4D3qoTXfAP2ubufarSEYahb2t9nl-GWbH25HgZo8lg,6,7,28
NA1_5435839221,yrVdwwA-E1ci8pynpLDUS1dk2Lg3FGAleJ2K_XJB-T8fmiIlUmkwvMATwg3mID9nu8GITi38vg8jjw,5,9,31
NA1_5435839221,7ZlOmljKtxF5kl-zWvPpuIB7Kqwtuxh19in99J6Bx5inRZxRaejk9V7hbbRhTVqqVeX_7eDKzlqg-w,3,9,33
NA1_5435839221,6c96Jxy3mSQjc6uzISK_AnzHIA_YN5aCeAoatLvVL1SJPpT8mfaB9_cZhp7V7bJpBuGIXcsElTJdaA,6,8,31
NA1_5435839221,p6opKinNlnBidkllbO7HX-8w7ODqlXIyhTfWIvrrIV03bBUmegKfpb6Jd6zxuZZRH26TaH0aNGZ3vQ,8,9,28
NA1_5435839221,DxvvY-DpN80XsSW8WS4a3xz9PrSefaganXCQweemnu5Wgt04gA-ARQ0eZDUhbRVC8vn9Y4Ann2Q8Mw,1,9,35
NA1_5435839221,3Sp93jah-29ZZfzPtyLZpY7DoyWUDJ83-x2sqejj5cQlVZPzRQHmKAOgeSI74S5BzSWjP1bqTFilfw,4,9,33
NA1_5435839221,Bhi-gFBZcHOaPIrHOXr-k-I66wXfYyDIT5f4FLF4PP5TfOpQRKPjokJyXX3EpygLS6QsASbOL4ftJg,2,9,35
NA1_5435839221,_BRADYvJ5Vx0Uz_eJtZ6p-T7BiE_oVkMT-sFP72q747gXqW6d4iaWt_F4VNdinKbPNs-OhAOQh5gTQ,7,9,28
NA1_5435209809,EEa3ELsDQN65E-mwoQaEWAngSJytTbMbcEXYmfobm4YJ4bg8IbxfwW1DveJVFC2ckR5GlC7-U3I4Yg,8,7,27
NA1_5435209809,1rbCrk74CHaSoqGUE276xKcbgV0J516vhf71q9LG1U7oA80jJYfi7vOXvL8RaYhfhMfYwAoiSD1TUA,4,9,31
NA1_5435209809,97_PWX_sUxP_jfjyJzT4iWzdicYqEXQL6xZMBwGQIFGiOFoK8JuqOHY9sp_kD_cAFDks3oyO3s4XhQ,7,9,28
NA1_5435209809,3ZXIvblJucKsVT9LDJItlc4o5FesP6mO6kSZmIt6d6iO2E_8h-SUEmSOPaA5Rdt8xmraqmxWK5ovvA,2,10,40
NA1_5435209809,ZlsgRvkx4NpYy4Fkp9jWIBdSURkifz94fIywaLHO9xSq8KfCJT_x2z7tCVqa1hbIP6gm8ABMiufAfg,6,8,28
NA1_5435209809,Nw5aEx9p2Z78Fhc0Soth8IcXrcIEV2fBqkp5PwrMa9B7O17QdoNYgoG91FgfYtK8y13k6aX9j_ZiSQ,5,7,31
NA1_5435209809,fY4vZ1bb5i37oChzFw_KCe6YL7W6cqI0sz1cB8xKediidHuXxUSJQWU1VOz7OfYg7zbbCpmCdXN79g,3,10,33
NA1_5435209809,fCMNlA4rk1Bl3LyP6oX56umkbrDm3ClBHPZSML76dzpnv6idI0xqU-O8CmaJv94yp-gpJ9wdydd66w,1,10,40
NA1_5434789451,BxxPEl6qvsXZrpKw4LZCJiyGUcJRQKc_QQSPJYQ3YBotG3QaXxzjT0AktOLa5ftbQwRRmlVJQFuuuQ,4,8,33
NA1_5434789451,DSwvt60JAQXXvuinXjBazK__ySOQd1XjuD-0CIlkK1wiw-nrxltHv7ilcuk-JLSQvwy2SZm8R3mCjw,2,9,35
NA1_5434789451,v65R1FCIHeufGpyZ1OKOyTpPISzMr8fb29UqZHlCKTODbgsYbl7_56_8YpK1bP9Ohz5buJg-t7_gvA,8,7,28
NA1_5434789451,cXO6eM0N8QxlmUWCgXU3_bzuxerLsEffzYNp6KLouj3zvpnN-CfQ4pCKgFi1APDCDsraz19ajqJQJQ,6,9,30
NA1_5434789451,_l-0J6ufR84-yg_CFaUyTN0lezk5HFDjPH5yIEyKXxCX-kgmOSJaXYLCGCwnvXqusdKrg4Mxws4Ryg,1,9,35
NA1_5434789451,M-BJj3A6mtTVS_N9NKcCuzOEcSYw8MSLzdtvYQkNN4RJIlPHx7GnajczlU4EtFezF7Ei9atSyWRSlw,3,9,34
NA1_5434789451,6fJ6OqjtKkaqk_kqZUzmKSIMZgv7LkiF1ueeAZvSQnA_vwqQxzWvaHM5Rp5puXnhmB-tcR6r03rFOg,7,8,28
NA1_5434789451,rnThRfqRtGD6e_cf6U7-dhHH4KC3rVrgIwLAoJE6MfRaR_EzEPAcfkYMuuAjhXOws6a2Y-H9LU4GoQ,5,9,33
NA1_5431462477,WU83u4Hovf0dWFf6XE0hdrbw9uGTYn_OUnf6-E2r5SDXreKwiK0QF0VzgYwazCenX-VDItNwvQXFuQ,7,9,28
NA1_5431462477,os2XidA2_zFlV6BstPcihSVQLAqNJV488e7BsjLnx7MP3xyqiFZOLAtPFPokUjImYovjTn-rZnql-w,5,8,31
NA1_5431462477,0XDrr4BDQegF6nZ0aGwwG2KkJ9h8AkAkWAVM7JgtVdJa0GBZ9RCSy0YsmPyjJtI3az3d4__jGYuW8w,3,9,33
NA1_5431462477,Wjx0eSHDygmSEwgg57Ttnz9ROhPjt6UiJTdwSuMxTg_mmu8_nIfFZzPveaOGfNW4JdhVzTtZeuuOmA,6,8,28
NA1_5431462477,4-A4Dj38jV5F2UbcEleGOMZaAffRplO-CwVNZLTe3Ml0VJFqhJW8Xj9L3VOlTRIlm1SRwuRYOB_F5Q,1,9,35
NA1_5431462477,Vpi4zBX31i4Y4NIHxuANVS9m-qBffOPw0J-7Yl_53zaXNpXhpEu3tBiTlTsfWnifLETwCupaeHJOnA,2,10,35
NA1_5431462477,1VlU3n5wOT5GyaZ6-UlZf7Wn5LT9t_xKw6oGea8hr6CDyQD5QoeVzMmQhdFM5uWWNaLrK__1GVjcEw,8,9,28
NA1_5431462477,ZP5-0AzhBRCtJMJdOTwgicKTauMbJSPDlL9bO9Ez02MKIe-vi_gd-4bioSr-JHLtRUUWj7itLU0V1Q,4,9,33
NA1_5435342810,cUvRo4BTsFPl2H0fg5sRuBJTwPRl9mqVcHA3Gq1nrUTIH2zibl9tL6xGQ5sMHVuja1ntj7GmC2_B_Q,5,9,33
NA1_5435342810,BKGKMH5o0hVKCxSPdG08csj646EdcI8uWU1KsRtf5y-FIjOzJtnuPNokPFZ9-K1nh-EahG22Mpbacw,1,9,35
NA1_5435342810,1tSPTZy7mHWDcnGG6kbc_SBXih3mtuyq0CQ_oTU14CMBZczf8JGugg995jman6JyyUy-xTAeYGY0xA,8,9,27
NA1_5435342810,IXj9mSvqSUbXWWagTe2yXf3a5ABQaUEgC5ZbY0WDBRcsRmUGbYXaKp1DNsd65g7xN2r6eBoKxLbUPQ,7,9,28
NA1_5435342810,VRZDjfve4049OcNGGrS7moMsQ3eS98mJu85IZrBnitYqM3bxV5d3UDj_6NmRuFgTe87idACr9BG_wQ,3,9,34
NA1_5435342810,8lqBEYLur5gzDJB1CsFykKycyVoF8aZYQI-i14FQp6teJLl3eKQTHV_9L80M1l78WS4zRkX7VsluHA,4,10,33
NA1_5435342810,jT-QQgHSnCP6gIXcu_OvK-ZqHw0ltCM6OGq_CsmUzy4K_PvjyUz5fL1gNAoTSt-ceQ0MlloHOjUxEA,6,9,30
NA1_5435342810,Y38vOBYGmiQlkgLJgxw5jPMeXeTRReAm2ah1OJo18JUzK1KhXsTWdtc0rOhBJk7n3-llD3xtKKvsMQ,2,9,35
NA1_5435847351,fCMNlA4rk1Bl3LyP6oX56umkbrDm3ClBHPZSML76dzpnv6idI0xqU-O8CmaJv94yp-gpJ9wdydd66w,3,9,34
NA1_5435847351,gWH_4At6sBchqJVcFHCci3U1wgaKFihPhCr-sEaC3Y8UsiD-WMWNWb62_pRNU-gebXyiKZPpeNRvow,4,9,28
NA1_5435847351,ssx2zpeiDhPqlWRciXflAEH3DHqfyjlVU-Am5QqKMgvN_uLRcboruOqatnF-c7pBukaGEFR5xmA7Fw,1,10,40
NA1_5435847351,0XDrr4BDQegF6nZ0aGwwG2KkJ9h8AkAkWAVM7JgtVdJa0GBZ9RCSy0YsmPyjJtI3az3d4__jGYuW8w,7,9,26
NA1_5435847351,Br68EIvAlx8LcdNSCAuRSozkT_TqYTgd6pdrRGcimKffk3Pyj3ktCGh7H3s6uDqirzvUl6VS7lBz7A,6,9,27
NA1_5435847351,j1KVBJUaFKB1Ss74AAydJ5vtnomwzZbIsJVgK6-lLxk0a4gq70Dg3-qEOS_c7rpnFfYRAmgv27O--g,5,10,28
NA1_5435847351,6NqnviE-hp_uVkUjvkZZYqv6wp8c4FzXcKbQh9KnHDnpZd8iOhPm4DA1rOeSG6SpPLtU2wFEcxUkAg,2,9,40
NA1_5435847351,oHdRNmlp6WxqusFrlCPpvV_RJ_ceVAcMN4mVtquK2DUALc0lalolI17F2O-1kA1f-70-ywFNKUagPA,8,8,20
NA1_5434864160,hy6S4_pkZnRGcZF8WAj-SLbrCOG1qWEVByOYL-HiQt4qLJ6vH877OZXCKncmswthv6V66uslydCI5g,4,9,33
NA1_5434864160,lkMXDzE6EZCdPyNjjoy_SxspC7cjgzDGMKYB-VK4lqPyNJMobe9fdnAAicbvGxuHuFWKm40dc0iCyA,1,10,35
NA1_5434864160,fuaB2CKnUmqqTcNPSqAOR6U7UmvzYzlB2Gjmce8PHqFocK7V-Wtpa_spqAdlRz9uNjDL3MuBDg8njA,7,8,30
NA1_5434864160,Gs9jDqhaGxrQ-xomJTRY3gi2W855lTE46OGKDU4QnEKJwOYwO5oUhcxMiMAM4E8BlaU3oDxdlCRJgQ,3,9,34
NA1_5434864160,02CMbjpzdicGaILF32XVPtEcrWlAn7HTFifXcEae0n3vxxU_8ESAPZuXS6Fxh0LCuxIX1iYcv2n_Dw,2,10,35
NA1_5434864160,VepdSpXioJ0t1-KFLxioAbwYzwdNxznUJUSb0_AitUt0khzSSve1o4_ZK4Z26WdcFM-422t_iBX_8g,6,9,31
NA1_5434864160,3RYvHjK2im-15h0SLSgCnBzlEJarEeOzmt0x6g51pa8jsDs8IsVZN0obhpVvqaGWYVjnOOBi_gUURw,5,9,33
NA1_5434864160,3B-RoHGcuL8n-AjUItwcbCFacWIZPB16TmRincwadrmdahk9D4CGkUJ6L0hMNdIBwAT1P89pwTJuUw,8,9,26
NA1_5433583272,seTyYzwXilFTTWOCHxZ7HCR_TXzt44d8SRVv5_wJuNoaPQIF6ZBkB0e-KQw-tCcgkJumFtlT1_OSrQ,3,9,33
NA1_5433583272,QpFXf_Hk_chRV7i0Hg8J8f8DITPIe-MFcnz0qlQPVym-SErPrd7VJKdmiPePy3B6NRsgDrsd_xeFIA,8,6,23
NA1_5433583272,Tu_PiW47rZqBZlmuN51Db6n8hA86yvfqJ_0w5T0jKr9jZ5pr0dA6U8h-_Zhk5bsazCbnlWGU7kPcFw,6,9,30
NA1_5433583272,8lqBEYLur5gzDJB1CsFykKycyVoF8aZYQI-i14FQp6teJLl3eKQTHV_9L80M1l78WS4zRkX7VsluHA,4,8,33
NA1_5433583272,gIObpKpQYYtikdsWQ2PeBU5aFd39EdLZsxIaaitERA53iLV7T9JapGIzUvZkIlg8bTvLftJY7yOCkw,7,7,28
NA1_5433583272,gP6CpSyr1-QzQ0FDW6zSx-ezV8hk7Q7g4hPAZWwR4pa7DZjPTk2HB225TDbEl6LPYfY2bY3auQluXA,2,9,37
NA1_5433583272,Jr3kMeVtYfYc_NRkTdqzd1haCgyDZBl6syTZN-P7wzFoH3hrY72hbP3QARwBz-wTvhMHKNGVAuAXMA,1,9,37
NA1_5433583272,nFw_xB6NlSZ8Rqu_ksUcvB9AoBVIpPHNr9FE1V1g2lRcmPFw274fqqtKrkLTEBA0iYRng5BRlw8OHA,5,9,33
NA1_5432950529,5BCGsdDoYIErEnu9qSIuStuG7oLsD0_oF8f48kdug80LcoQqp6C_dJPmVDnNSJxfUVBHWJuG0It3aQ,8,7,21
NA1_5432950529,OEqgku6OS8Qj18uB98jY_XcYejxseOHepkXDziqnmZ7g6y-PrLhkzfjWMrvq0GLeYhwvCY8O_i8vbQ,4,8,33
NA1_5432950529,q_SdJgYCQFRvdokd-sZNucx7MqfzRKK01N040pIfZXhkJdeGUTMN5Jk_yjO2byzn4_B7YTPWjkjCGA,2,8,35
NA1_5432950529,pSHfmhXiA7HlT3PNtivGd7QSsy_Qozz_6fvHUy1_d1Me8jA2GFBmz13snMFEgdTw2YhVX2gRVa8vOg,7,8,28
NA1_5432950529,fuaB2CKnUmqqTcNPSqAOR6U7UmvzYzlB2Gjmce8PHqFocK7V-Wtpa_spqAdlRz9uNjDL3MuBDg8njA,3,9,33
NA1_5432950529,M-BJj3A6mtTVS_N9NKcCuzOEcSYw8MSLzdtvYQkNN4RJIlPHx7GnajczlU4EtFezF7Ei9atSyWRSlw,6,9,30
NA1_5432950529,7QqMA1mE_02dyJwLgK940bDg-gHl-xa5GMmtyOGffhWXZVlMHmQhs-dPjOJGft3CpED9iSlN-mBB1A,5,9,31
NA1_5432950529,4v9LBxwif3lP5mWNxP4JLprs5FtqH6UcShLMl8ja3nuzB8FvDCCnQ83eKvUH1obp5C0ae6LHJsMJyg,1,10,35
NA1_5434622759,obG5M-nONmsMqyMZRrNsfTT2KAvm2g0D3gP7W_BgmTiLjJ4UVK0DtOf6VeuyrM6oyJQ7h9sanXt3kA,5,9,33
NA1_5434622759,yQYnbHF1Jxy_9DwjqAd0dV64rxfyv0XdDM9x_boDlbQ3xFlcyq3Io0q0zYJNyWSmmswHnJFDL4Ur7Q,7,9,31
NA1_5434622759,PvYc2PU1F3XQCTrCCXBKXecbJwutwdbdeIP79T2qfpFSQjfLoWJuwaZJm3_TclP13uUYXD6dxnvtmg,2,9,35
NA1_5434622759,ev8GIB1PNo_T3h4PwMMbkF824sc6i4vNoEY7MRs9Vw6MeRWIVFPZD5Ktzm2XGMkL5Oqlv84xwrGYWw,3,8,34
NA1_5434622759,qWWxAmlftAQRIkBFC950P_EysYhOySCukayAwOk7NfkT1VUnrKDK4Pidg0B0sQqGYvjqNWHfzgzmWw,6,10,31
NA1_5434622759,MrYUtSTWFHizke932Z-Cttbq25efP3tqVibiW3qODju5_1pj6dOt9FMMnpoN4qn_Pn5tV8qh4ung7Q,8,9,28
NA1_5434622759,D5lLUVpPjuRbs5jyMgPCo7Mh1a5o2D0VEwmF9UdngQTE-Gh8AFBgvMkBYAqjmcuR7TcfHcJbbA9XkQ,1,9,35
NA1_5434622759,yc1aAVYq25M6ry3bkEJqYNUQTQLI0nby5wvj4a8XK_MfbJhdWe15Rz9tXSD5M5Pi8vYHxWcjQbXojw,4,9,33
NA1_5432852676,85PyKokU89nKCj2PodAfhuthbrSVPRKQ2sXv7nGyOcx13oio9-cyRLWr7l72l5VovYe6qyldkUyPrw,5,6,28
NA1_5432852676,IUedoqPq38xmGc_jQqgw8ErfGptv-vDJU13TYJdrDQQhqczCpvIKhIDn0GnrJUHHsLVrmwL_0YLBEg,1,10,35
NA1_5432852676,omY8PD4O5i-86XbDWCawARIVjXUgHwIgKGZ-LPbH2eNGbY1aC9Vb_JxJnmYgtqFpGQFPO86C3C7f8A,4,9,30
NA1_5432852676,dn33FCsKPU1h7Hrd0SlBFVd7m2atoyBsYrdJ-8uBKIOAWjZtsX36GsR3fo563Jiu2r3brCgzgnvSmg,6,9,28
NA1_5432852676,MtScozxwPtGHOOOyQg0Uzmyt25DvSbEctrqTCtHugnC76pyBNgaiVt1pNvp8cw47aH8668g993R4pw,8,9,27
NA1_5432852676,i5MHAVvrBlVtESxG0aC5lB4Rzqix40AnvDhuMFu1TYjF1_KnxaU0yI2_QOM6qtzGoJYuK3freWOSpA,7,8,27
NA1_5432852676,nND_Ixd5fuAki0ZpikzYfFB0GHX4mKA0CnLipNFqp5euiuqmVDpriSBoOv6Rgu50sxXbkSRc32Y4GQ,2,10,35
NA1_5432852676,5BCGsdDoYIErEnu9qSIuStuG7oLsD0_oF8f48kdug80LcoQqp6C_dJPmVDnNSJxfUVBHWJuG0It3aQ,3,9,34
NA1_5435570184,KnVp1ZslVeMAN63-jHQ1IeETnwBsI1-422hxXmS5ziaUlnz7u0HcWkJOjTn0_k5ZwJgjfPXbxnp8Ng,8,9,30
NA1_5435570184,SrxGwMmp2OegzVaN6o6sKlVydBROGcQsEaucc77NGzKw5gkVB7yTgEpxpw6rI7x_rPdeXTAgL3UsWg,2,9,35
NA1_5435570184,0E_fijf4Gu27eEoXp-4XJnqSVWRY11LhPNWhSJLZWHL8bS5dffZHWyIItxx6f3ab517s9wbvNAVtAg,7,8,31
NA1_5435570184,a0G4WeNypXlfe2XavI3It4dzM3BhiTyXU9q1yd4gK5vRAO3p2XTmiC4w8_RVhMuGJwCaFW5qjpfFnw,4,8,34
NA1_5435570184,i5MHAVvrBlVtESxG0aC5lB4Rzqix40AnvDhuMFu1TYjF1_KnxaU0yI2_QOM6qtzGoJYuK3freWOSpA,3,8,35
NA1_5435570184,R4C8PrzHqEvE64fTat7vHnOyVUAcTM1ASBIahLasEm2n4-XVUW6YvvijtPW6sTNrVIpZHLXg2iqIWg,5,9,33
NA1_5435570184,jee9qx5LdDVZp_4pdOizE9T5YgtuskpmGrkP2rYlh2z4ORNbwGte2faSvTHhVXETxTaAkAU-An4Q7A,6,9,31
NA1_5435570184,Ttunc0NyYe1_EnPbhAscKEEMpbdo_iS8WnpWHM091s6XrQeQHlBOZ2_EqsXzlTgBNFBbSK9IqZpR0Q,1,9,35
NA1_5435984911,QowXt4E-u8O-eLIDLFECOkczuZEYSxSm2gueGmcpHKmEnvuHn19MbqovE7FHYZtukKuG_fKDtE7TTw,5,9,31
NA1_5435984911,pzhCe-3oM_Lte8GD_fgyh9YiwCUPvob4XUgiUL-G_HIArWOshMz01GvhGephnT8ujRGxHRxnEQc4SA,2,9,34
NA1_5435984911,YOo746HEDhP5EVNvfUQkDV31SUnttK89zYgzRFH9ARyLQ8evY5Obvyuxq9Rg5qQHBfg4kZ2n59ftvA,6,8,28
NA1_5435984911,w91qEKjFuD4zAvvjnT9hWNofU0nO3fFUFYsYBhAYqN5Ir7cEFX2VMM_RVdL4kwZGx7ZNbOALVl_-1w,4,9,33
NA1_5435984911,JbFGFLIUTVURtkYt-YOycQzl1KGhm-Kfp37UY1spwUmZWk8lj34BeBeEMS-4zcyFueWTqBk-kVc_rA,7,8,28
NA1_5435984911,CrWlBYyz6_p8PTNhlbolEee1739epIyYydoi1Z9uXrKahSE1ZPbpzPxvnnGBsxA5_tiZUDYHFSm4Xw,1,10,34
NA1_5435984911,kyyzyPx-mbkya0QxEpAFsLBML8CZllSMrrZtE-xKhshet3kNsi52-g7ungTbO7aEKzLzTXKygUNVDA,3,8,33
NA1_5435984911,ULWACWC8cAxQYCK7tFIiBHTzQHsZtyfIAMnKgflYajl2aXWYg3T-HZaJGVygXWBvxBYQq7bJD7n5Nw,8,9,26
NA1_5435803019,wov33wg9rMyp1tvgn98jkfVD70YXfIapwx4rtFCxXYIKNbWkViQ4nlRBhKoFZFcwHKDTLQkBKNSSbQ,6,9,30
NA1_5435803019,WaUIgiVe649OCMbNg0ah6FFYyESfBaDjVVCHwr7-_fT1VRUtWIxhVJ6OAyamDWsWoqb7gT3l1AhTVg,5,8,30
NA1_5435803019,jjxcB6GAIpzCfVGTsNw7snhJEnI3p6gO65wOSo3B0L-sWki-YIm1BHB0XyWp5GGuoILx5xnaKvIktQ,4,8,31
NA1_5435803019,Y2Y6DBpqliv3naz48s4kICwmWWv9anFInbq7VNuZscfDyB8sXTeT8Z61gsoh2kEIIQe_dhyuOki5qw,1,10,35
NA1_5435803019,9nTS_BVOWiARxDfmz-NadtbC3btRp8AWzKNdx5Gwz0mb6chdWMJ-qvxMLOAmfOZrNOBBQEaj2p_70w,8,8,27
NA1_5435803019,9vJBZOxjSF0X5Hd3oLzy20EU_NxyZLR8quSLmRUC3wKEbcrp4W8EXchlhkUvoutSwfuMaMPxLR6hWA,2,9,35
NA1_5435803019,gWH_4At6sBchqJVcFHCci3U1wgaKFihPhCr-sEaC3Y8UsiD-WMWNWb62_pRNU-gebXyiKZPpeNRvow,7,8,28
NA1_5435803019,cnlWyhky2LePHluMR1JZLPlaQCI7-8JtEweIGEZ3r4h7lUTTcvHsKz8sw9E584IAGeuUPp_oA_gTqQ,3,8,35
NA1_5434314737,I5H3WK5WLeV7d0PtJ4QM0jqqgVFH9IzLXL8Gv5nvShU8PWQxOOWAmxxds4jYODiIfYY0Nj8Ql2qaQg,5,9,30
NA1_5434314737,UoJ0k7EuusV2jKcifquSmrgJ-hIkzkic26h2ReudRr-h7eRsIU14JJwUzDbiDMa1kWT8lu9m_6ksSQ,8,9,27
NA1_5434314737,lFhEBA6QU9Nu6byWSowtfwfFXDfOQJ01lzfUtzoWH5nwJ7r6BE_YBJLO6QKfx3rNLjVAdxh5rjta3g,3,9,33
NA1_5434314737,P7BBMS3uGugdWm7FHr9flYZDwKiK3nWHEHMVNXH5GrW_KeOqVfeANSBurPvGVxcqfm8t2Zf4IHLRgg,7,8,28
NA1_5434314737,UGRspnxbXv67_TvXWRqO-EIBe6Luk3JW_99jlbVp4GaGXxRXc_QVU92ohiumhVK7UznDaqpds32R5w,6,9,30
NA1_5434314737,zEoPhbuCZXPyp7ZA044x6Kw9t6SlsoZaFnL6kdBSKmai37Fj67rzK97EStj5t1Zng_UZEHYNtHSL1g,2,9,33
NA1_5434314737,i5MHAVvrBlVtESxG0aC5lB4Rzqix40AnvDhuMFu1TYjF1_KnxaU0yI2_QOM6qtzGoJYuK3freWOSpA,4,9,31
NA1_5434314737,7ylt04Vn2d9l1UAOFh2VStfzQhLYl9w9n8sXiKUPiwZWz4cdnpGQE0j2bFjFQMwafqFZbzQGLU1ZFg,1,10,33
NA1_5432258509,MtScozxwPtGHOOOyQg0Uzmyt25DvSbEctrqTCtHugnC76pyBNgaiVt1pNvp8cw47aH8668g993R4pw,2,9,37
NA1_5432258509,l2nVe8Q9UkFpeod-qV0F8MRRLTGjmW-yO-Wzdp8My0Vu1BJQyD2_CPLPDR5PMP5LVTEVJyFFnb6KPA,7,9,30
NA1_5432258509,NNusevp0U0BH1sWXXmyJmtx3u4z-tMsfcPBEVPhsNSrvx-Yq0H7XDgAcr8IlP0PNKbArbzIzJcDPTQ,1,10,37
NA1_5432258509,HxBVWsoU25JMPj89b_mqXtHTXmjC-yEpsNw7tF8GONTcSZjMk2QpM_bNoZE58prE31Zd3-QU_snqXA,5,7,31
NA1_5432258509,i5MHAVvrBlVtESxG0aC5lB4Rzqix40AnvDhuMFu1TYjF1_KnxaU0yI2_QOM6qtzGoJYuK3freWOSpA,4,9,33
NA1_5432258509,RvrBaHfdlnh-_RGXE9pwvMdED7JuBg953VCUd1vQROHz-v3zGgDm1nJit3mW2fBHPneNE2nIHYhnGQ,6,9,30
NA1_5432258509,dleGSwAyBJqy0Y4lyo-xru_UEOwajuXUiYyhbpfvjmjHgeQziJ6QY6CdNmPFA9EoIHePpHp8fkBD7w,8,8,28
NA1_5432258509,wp0I-Gp73k9kSPDWYM-cGPXJNH_VJv6ndeyUh5RPSeevc6aBjFv3I17UvhvKGm5vutWOo7pJ6tn2vQ,3,10,34
NA1_5434714227,yeE2ZPZqU74IKnj_iTAD7RB4l1hp0O8YIquvYD0rXAd64HtU9fWmz_2LNa2HIE4nnX9tT1ucvwbnvA,8,8,20
NA1_5434714227,UoJ0k7EuusV2jKcifquSmrgJ-hIkzkic26h2ReudRr-h7eRsIU14JJwUzDbiDMa1kWT8lu9m_6ksSQ,4,9,31
NA1_5434714227,65URyPOxbEWmPvnEytfT4heloK-8_uMwVnZ9RranFuhovhutyAOxtPr_uZN2l8kF6QubCaS58bWLPA,7,9,24
NA1_5434714227,C1LuGC75hxBvEafCLKq3hO9RBvfR5YT_uvoUXfVhyZZOpeuPq8QG99dwm0ecHkuOvqxJjEFUl67UbA,3,9,33
NA1_5434714227,DSwvt60JAQXXvuinXjBazK__ySOQd1XjuD-0CIlkK1wiw-nrxltHv7ilcuk-JLSQvwy2SZm8R3mCjw,2,8,34
NA1_5434714227,BKGKMH5o0hVKCxSPdG08csj646EdcI8uWU1KsRtf5y-FIjOzJtnuPNokPFZ9-K1nh-EahG22Mpbacw,5,8,30
NA1_5434714227,exnihPwVai7-PMQPQXWxoRpaqPWMh1XUom4kGZt-h8nLfCGwEcZEi4yNNbwCNMUa0AotBN-SVJ30iQ,6,8,27
NA1_5434714227,kIHfhf_atwJc6Bwa8A8RpS6o1pdn9eiw2tNv8x2pJsJ_XPsq5UDqrUbAfDpUbsHUs-4_MLDsVc2Wjw,1,10,34
NA1_5432726964,ai6n3sZ6xXl0AoZx1g9CqQ9u7dpZdnX6N7_TDWvSjiO2lyPFHOUBBGktg9MceYl5UD9u16MBpaBDCA,8,9,24
